person_id, event_id, person_name, event_title, event_type, description, start_date, start_date_text, start_date_type, end_date, end_date_text, end_date_type, place, agency, position, notes
Person_055,Event0116,"Borisi, Pietro II","Borisi, Pietro II ",,"1627: Uncle asks for gvt's funding to repay Grillo, who has been keeping PB in his home in Istanbul for past 9 years",1627-01-01,1627,Gregorian,,,,,,,,
Person_055,Event0117,"Borisi, Pietro II","Borisi, Pietro II residence",residence,1655: settles in Capodistria,1655-01-01,1655,Gregorian,,,,,,,,
Person_060,Event0118,"Bragadin, Vettore","Bragadin, Vettore Commission",Commission,commission,1564-04-29,29 aprile 1564,Gregorian,,,,,,,,"Archivio di Stato di Venezia, SC, reg. 2, cc. 105v-109."
Person_061,Event0119,"Britanico, Simon","Britanico, Simon Employment",Employment,,,,,,1565,1565,Gregorian,,,,
Person_062,Event0120,"Britanico, Zuane","Britanico, Zuane Petition",Petition,"Alli Rettori di Zara, et successori
Scrivessimo co'l coll.o n'ro alli xv di Novembre 1565 a i precessori all'hora v'ri, come havendo noi inteso per letterre loro della elettione per essi fatta del fedel n'ro Zuane britanico figliolo del q Simon, per interprete della lingua schiava in luogo del detto suo padre, approbavimo, et confirmavimo essa elettione, ma perche tutti gli officij che hanno salario, come e il pto di interprete dieno in essecuti' delli leggi esser per lo senato n'ro confirmati habbiamo voluto cosi fare, et però co' esso senato habbiamo confirmata, et approbata la sopta elettione co' tutti i carichi, et obligationi, salario, et utilità à detto officio legitimamente spettanti, et pertinenti. La onde co' l'auttorità del detto senato vi co'mettemo, che cosi debbiate osservare, e fare che da cadauno, à chi spetta, sia inviolabilme'te osservato.",1565-11-01,,Gregorian,,,,,,,,
Person_062,Event0121,"Britanico, Zuane","Britanico, Zuane appointment",appointment,1565: rettori di Zara appoint ZB as interpreter in place of deceased father. appointment authorized by Senate,1565-01-01,1565,Gregorian,,,,,,,,
Person_065,Event0122,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo Birth",Birth,Birth,,,,,,,Istria,,,,
Person_065,Event0123,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo election",election,"1610: elected dragoman, raise of 10 ducats a month for his 7 yrs of continuous service in Turkish, Slavic, Albanian",1610-01-01,1610,Gregorian,,,,,,,,
Person_065,Event0124,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo employment end",employment end,,1622-06-09,1622,Gregorian,,,,,,,,
Person_065,Event0125,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo Petition",Petition,"141r
» cosi ragionevole, et honesta la riverente instanza, che viene fatta alla S. N. con la sua supplicatione, che hora è stata letta, da D: Barnabà Brutti Cav.r che sia conferito nel fedel Bortolamio Brutti suo fratello la provisione de ducati vinti al mese, ch'ci riceveva mentre hà servito per Dragomano della Lingua Turca in Const.li et partito per le urgenza gravissime della sua Casa, che conviene al merito delle sue assidue, et diligenti fatiche, et à quelle della sua Casa, renderlo in qualche parte sodisfatto; concorrendovi massime il fruttuoso servitio, che presta esso Bortolamio suo fratello nel corso de an'i dieci, che si tratiene nella Casa dei Baili nostri, come giovane della lingua, et hà fatto quel profitto in essa, et nel leggere, et scrivere in quell' Idioma, che si è inteso dalle lettere delli Dilett.mi Nobili nostri Almoro Nani, et Georgio Giustiniano Cav.r che han'o accompagnato la predetta supplicatione, et affirmano prestar egli fruttuoso servitio, il che viene parimente confirmato dal Dilett.o Nob: N'ro Simeone Cont.ni Cav.r Prov.r con la risposta sua parimente letta. Però
L'anderà parte, che al sopradetto fedel Bortolamio Brutti siano assignati dei vinti ducati, che riscuoteva il Cav.r suo fratello, ducati dodeci al mese, da esserli pagati dei danari di quel Cottimo, et le spese per lui et per un servitore, et altre regalie, che li sono pagate, et questo mentre egli starà in Const.li al servitio della Rep.ca nostra, come è stata concesso per questo Cons.o à tutti gli altri Dragomani; dovendoli csar li ducati cinquanta all'an'o ,che riscuote, come giovene della lingua; Et perche il merito di questa fameglia, per li buoni servitij da essa prestati, deve esser secondo il solito della benignità publica, in parte riconosciuto in questo benemerito dissendenza, massime

141v
in quelli, che attualmente servono la S. N. come fà il sopradetto fedel Bortolamio Brutti, dei sudetti ducati vinti, che riscuoteva il Cav.r suo fratello, glie ne siano assignati altri tre al mese, che siano in tutto quindeci che s'intendino concessi alla persona, et non al Carico, mentre però egli continui à servire, come sopra in Const.li nella Casa die n'ri Baili; accio che co' questa grata ricognitione, posa con più valore adoperarsi nel buonn servitio delle cose nostre: Et cosi sia comesso alli presenti Baili, et successori, che debbano esseguire.
143 8 13",,,,,,,,,,,
Person_065,Event0126,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo travel; salary; translation",travel; salary; translation,"1616: translations, travels to Buda; awarded together w brother Bartolomeo an annual pension of 135 silver ducats in recognition of father's services",1616-01-01,1616,Gregorian,,,,,,,,
Person_065,Event0127,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo promotion",promotion,1619: made cavalier of St. Marks,1619-01-01,1619,Gregorian,,,,,,,,
Person_065,Event0128,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo travel",travel,1620: in Capodistria,1620-01-01,1620,Gregorian,,,,,,,,
Person_065,Event0129,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo appraisal",appraisal,1622: praise Bartolomeo's job as dragoman; give Barnabà 12 ducat a month as repay for bro's 10-yr long service; also: employ Barnabà as gdl w salary of 3 ducats a month,1622-01-01,1622,Gregorian,,,,,,,,
Person_065,Event0130,"Brutti, Barnabà [Bernardo","Brutti, Barnabà [Bernardo appointment",appointment,1630: appointed notary in chancellery of Verona; job to be inherited by 2 sons,1630-01-01,1630,Gregorian,,,,,,,,
Person_066,Event0131,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) birth",birth,birth,1624-04-05,,,,,,Istria,,,,
Person_066,Event0132,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) death",death,,1624-05-10,,,,,,,,,,
Person_066,Event0133,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) employment end",employment end,,1579-01-01,pre1579,Gregorian,,,,,,,,
Person_066,Event0134,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) employment end",employment end,,1904-04-27,pre1579,,,,,,,,,
Person_066,Event0135,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) appointment",appointment,"6/1573: appointed GdL, soon ordered to travel to Venice [to be dismissed?",1573-06-01,6/1573,Gregorian,,,,,,,,
Person_066,Event0136,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) travel",travel,"1575: back in Istanbul, during summer travels to Dalmatia to facilitate exchange of prisoners captured in Lepanto",1575-01-01,1575,Gregorian,,,,,,,,
Person_066,Event0137,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) employment",employment,"1576: mediated conflict b/w king of Poland Augustus II and Sultan Murad III, who sought to turn Poland into vassal state [Venturini 1904: 377",1576-01-01,1576,Gregorian,,,,,,,,
Person_066,Event0138,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) leave of absence",leave of absence,1576: returns to Capodistria to attend to family business,1576-01-01,1576,Gregorian,,,,,,,,
Person_066,Event0139,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) employment",employment,1577: in service of Moldavian princes,1577-01-01,1577,Gregorian,,,,,,,,
Person_066,Event0140,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) employment",employment,worked as Spanish spy in Istanbul starting in 1574,1574-01-01,1574,Gregorian,,,,,,,,
Person_066,Event0141,"Brutti, Bartolomeo (I)","Brutti, Bartolomeo (I) appraisal",appraisal,"Bailo Giovanni Correr, ca. 1576: 'è fuori d'attender ad imparare questa lingua, secondo il che fu designato, che non le è inclinato niente [...'",1576-01-01,ca.1576,Gregorian,,,,,,,,
Person_067,Event0142,"Brutti, Bartolomeo (II)","Brutti, Bartolomeo (II) birth",birth,birth,,,,,,,Istria,,,,
Person_067,Event0143,"Brutti, Bartolomeo (II)","Brutti, Bartolomeo (II) death",death,11/22/1624: died in Corfu en route from Venice,,,,,,,,,,,
Person_067,Event0144,"Brutti, Bartolomeo (II)","Brutti, Bartolomeo (II) appointment",appointment,1611: GdL,1611-01-01,1611,Gregorian,,,,,,,,
Person_067,Event0145,"Brutti, Bartolomeo (II)","Brutti, Bartolomeo (II) employment end",employment end,,1624-06-11,1624,Gregorian,,,,,,,,
Person_067,Event0146,"Brutti, Bartolomeo (II)","Brutti, Bartolomeo (II) will",will,"in absence of wife and children, left most of his possessions to brother Barnabà, and another part to cousin Christoforo II Brutti, who was to share some expensive textiles w the heirs of Marc'Antonio Borisi, assigned an annual income of 12 silver ducats to sister Bradamante, nun in convent of S. Biagio in Capodistria",,,,,,,,,,,
Person_068,Event0147,"Brutti, Bartolomeo (III)","Brutti, Bartolomeo (III) birth",birth,birth,,,,,,,Istria,,,,
Person_068,Event0148,"Brutti, Bartolomeo (III)","Brutti, Bartolomeo (III) employment end",employment end,,1714-01-01,1714,Gregorian,,,,,,,,date approximate
Person_068,Event0149,"Brutti, Bartolomeo (III)","Brutti, Bartolomeo (III) imprisonment",imprisonment,"patrizio istriano, 'per ragion del suo ufficio sub"" non breve nè mite prigionia per opera dei Turchi.' was taken prisoner by turks together w bailo Memo & dragoman Carli. see also Infelise 1997: 197",,,,,,,,,,,
Person_071,Event0150,"Brutti, Christoforo (I)","Brutti, Christoforo (I) ",,age =,1592-01-01,1592,Gregorian,,,,,,,,
Person_071,Event0151,"Brutti, Christoforo (I)","Brutti, Christoforo (I) appointment",appointment,appointment,1579-01-01,1579,Gregorian,,,,,,,,
Person_071,Event0152,"Brutti, Christoforo (I)","Brutti, Christoforo (I) Birth",Birth,Birth,,,,,,,Ulcinj (Montenegro); Istria,,,,
Person_071,Event0153,"Brutti, Christoforo (I)","Brutti, Christoforo (I) death",death,1592: died of plague in Istanbul [Venturini 1904: 374,1592-01-01,1592,Gregorian,,,,Istanbul,,,,
Person_071,Event0154,"Brutti, Christoforo (I)","Brutti, Christoforo (I) employment end",employment end,,1592-05-10,1592,Gregorian,,,,,,,,
Person_071,Event0155,"Brutti, Christoforo (I)","Brutti, Christoforo (I) Petition",Petition,"1582:
Ill.mi et Ecc.mi Sig.ri
[begins encoding Il coza del magnifico Sinan bassa [encoding ends mi ha mandato l'alligata lettera per la ser.tà V'ra in racco'mandat.ne di mr Christoforo Brutti, del quale anco à bocca ha fatto meco efficaciss.o officio, pregandomi con molto affetto di volerlo racco'mandar alla ser.tà V'ra; et se bene io mi persuado, che egli non habbi bisogno appresso di lei di alcun mio officio, essendo ella già informatiss.a del buon servitio, che le ha prestato per il passato, et di quello ancora, che è atto, et pronto à prestarle nell'avvenire, oltre i meriti di casa sua, non posso nondimeno lassar di aggionger io ancora questo poco à quello, che la ser.tà V'ra intenderà dal Cl.mo precessor mio, che tutta quella graita et benignità, che si contenterà di usare verso la persona del sodetto mr Christoforo, potrà esser certa, che sarà beniss.o impiegata, et con molto suo servitio, perche oltre che è di già molto innanzi nella lingua turca, è anco di cos"" buon giudicio, et tanto ardente nel suo servitio, che si può prometter di lui ogni fedeltà, sincerità, et dilig.a oltre che si ritornasse il Mag.co Sinan nel suo primo luogo, saria questo giovane instrum.to attissimo di far nelle occasioni fruttuosi, et segnalati servitij alla Ser.tà V'ra, come ha anco fatto per il passato; et per questi rispetti io irverentem.te la supp.co à rimadarlo di qu"" quanto più presto sarà possibile, havendo di lui molti bisogno, et poiche ha da continuar nel suo servitio, crederò che vorà rimandarlo con ogni honesta sodisfattione, si come io humilm.te la supp.co, et come è costume ordinario di quella ser.ma Rep.ca; non volendo lassar di darle, che per [encoding begins ogni buon rispetto io non lasso di tratenermi con il sodeto coza et pur questa matina lo mal dato avisitarlo dal rotario mio le quale moscando di haver gratissimi li ofitij chi in questa ocasione sono fa [incomplete, encoding ends
Dalle igne di Pera à xxij di Decembre MDLXXXij
Gio' Fr.co moresini x bailo",1582-01-01,1582,Gregorian,,,,,,,,
Person_071,Event0156,"Brutti, Christoforo (I)","Brutti, Christoforo (I) travel",travel,"1582 - travels to Venice; recommendation letter from Sinan Pasha [that Sinan, who was of Albanian origin, was a family friend is noted by Pippidi 1980: 135",1582-01-01,1582,Gregorian,,,,,,,,
Person_071,Event0157,"Brutti, Christoforo (I)","Brutti, Christoforo (I) travel",travel,"1588: in Cattaro, negotiates with Bosnian governor Ferhat Pasha",1588-01-01,1588,Gregorian,,,,,,,,
Person_071,Event0158,"Brutti, Christoforo (I)","Brutti, Christoforo (I) travel",travel,1588-90 in Moldavia by order of Ven gvt,1588-01-01,1588,Gregorian,1590-01-01,1590,Gregorian,,,,,
Person_071,Event0159,"Brutti, Christoforo (I)","Brutti, Christoforo (I) travel",travel,1589: in Poland,1589-01-01,1589,Gregorian,,,,,,,,
Person_071,Event0160,"Brutti, Christoforo (I)","Brutti, Christoforo (I) appraisal",appraisal,"Contarini 1583: 248: 'Appresso questi mi ha servito principalmente il Brutti, e nelli negozj più importanti, e massime nell'ascoltar quelli che m'avvisavano le cose che occorrevano per giornata, e che favorivano li negozj che mi bisognava trattar a quella Porta, possedendo questo soggetto benissimo la lingua schiava e albanese, ch'è la sua materna, la turca, la greca e l'italiana, con le quali si rende grato a ciascuno; e mi ha servito per dragoman col magnifico primo visir e con altri grandi di quella Porta, in modo che la Serenità Vostra può aspettar da lui ogni buon servizio; e non mi allargherò a persuaderglielo avendo questo Serenissimo Stato avuto del suo servizio finora ogni gran caparra, poichè col mezzo dell'amicizie che egli ha in Costantinopoli di grandi ha giovato tanto alli negozj pubblici, e ha dato di cos"" importanti avvisi, come la Serenità Vostra è benissimo informata per le lettere che intorno a ciò tante volte le ho scritto, che merita la grazia di questo Serenissimo Dominio, e la protezione di Vostra Serenità, insieme con tutta la casa sua, come benemerita.'
",1583-01-01,1583,Gregorian,,,,,,,,
Person_072,Event0161,"Brutti, Christoforo (II)","Brutti, Christoforo (II) birth",birth,birth,,,,,,,Istria,,,,
Person_072,Event0162,"Brutti, Christoforo (II)","Brutti, Christoforo (II) death",death,,,,,,,,,,,,pre
Person_072,Event0163,"Brutti, Christoforo (II)","Brutti, Christoforo (II) appointment",appointment,1/30/1608: elected GDL,1608-01-30,,,,,,,,,,
Person_072,Event0164,"Brutti, Christoforo (II)","Brutti, Christoforo (II) employment end",employment end,,1629-06-16,1629,Gregorian,,,,,,,,
Person_072,Event0165,"Brutti, Christoforo (II)","Brutti, Christoforo (II) study",study,ca. 1605: began studying Turkish in bailo's house,1605-01-01,1605,Gregorian,,,,,,,,
Person_072,Event0166,"Brutti, Christoforo (II)","Brutti, Christoforo (II) litigation",litigation,"5/13/1613: Marcantonio Borisi in conflict w dervish @ alleged conversion of B's sister's 13-year old son (Cristoforo Brutti?), entrusted to his care for instruction in Islam, reading and writing. [Ecnebi defterleri 13, fol. 51, #509",1513-05-13,,,,,,,,,,
Person_072,Event0167,"Brutti, Christoforo (II)","Brutti, Christoforo (II) travel; promotion; salary",travel; promotion; salary,"9/14/1615: sent to Corfu, returned to Istanbul the same year & 8/13/1615 promoted to position of dragoman w monthly salary of 18 silver ducats in addition to 50 annual zecchini & regalia",1615-09-14,,,,,,,,,,
Person_072,Event0168,"Brutti, Christoforo (II)","Brutti, Christoforo (II) marriage; bonus",marriage; bonus,"1620: marries Cecilia Borisi, assigned by Ven gvt dowry of 500 silver ducats",1620-01-01,1620,,,,,,,,,
Person_072,Event0169,"Brutti, Christoforo (II)","Brutti, Christoforo (II) litigation",litigation,1626: harassed by Ottoman officials,1626-01-01,1626,,,,,,,,,
Person_073,Event0170,"Brutti, Christoforo (III)","Brutti, Christoforo (III) appointment",appointment,appointment,1630-09-11,,,,,,,,,,
Person_073,Event0171,"Brutti, Christoforo (III)","Brutti, Christoforo (III) appointment",appointment,appointment,1654-01-01,1654,Gregorian,,,,,,,,
Person_073,Event0172,"Brutti, Christoforo (III)","Brutti, Christoforo (III) appointment",appointment,appointment,1667-01-01,1667,Gregorian,,,,,,,,
Person_073,Event0173,"Brutti, Christoforo (III)","Brutti, Christoforo (III) birth",birth,birth,,,,,,,Istria,,,,
Person_073,Event0174,"Brutti, Christoforo (III)","Brutti, Christoforo (III) death",death,,1904-07-27,,,,,,,,,,
Person_073,Event0175,"Brutti, Christoforo (III)","Brutti, Christoforo (III) employment end",employment end,,1670-07-27,1670,Gregorian,,,,,,,,
Person_073,Event0176,"Brutti, Christoforo (III)","Brutti, Christoforo (III) salary; petition; employment",salary; petition; employment,"1659: annual salary of 70 reali & 2 garments; petitions gvt for promotion to position of dragoman after '30 years as GdL' [Luca 2008: 152-3 = Senato, Secreta, Materie miste notabili, b. 151, c. 9, ca. 8/6/1659",1659-01-01,1659,Gregorian,,,,,,,,
