person_id,title,given_name,family_name,name_parts,alt_family_names,alt_given_names,alt_name_parts,professions,gender,nations,languages,positions,events,related_people,notes
Person_333,"Tarsia, Christoforo",Tarsia,Christoforo,,Tarsia,Christoforo;Cristoforo;Christofero;Cristoffero;Christofalo;Cristofalo;Cristofolo;Christofolo,,Dragoman,Male,Istriana,Turkish,Position315,"Event0764, Event0765, Event0766, Event0767, Event0768, Event0769, Event0770, Event0771, Event0772, Event0773, Event0774, Event0775, Event0776","PersonPerson0206, PersonPerson0207, PersonPerson0208, PersonPerson0209, PersonPerson0210, PersonPerson0211, PersonPerson0212",Luca 2013
Person_334,"Tarsia, Giacomo",Tarsia,Giacomo,,Tarsia,Giacomo;Giacometto,,Dragoman,Male,Istriana,Turkish,Position316,"Event0777, Event0778, Event0779, Event0780, Event0781, Event0782, Event0783","PersonPerson0213, PersonPerson0214, PersonPerson0215, PersonPerson0216",Luca 2013
Person_335,"Tarsia, Gio: Domenico",Tarsia,Gio: Domenico,,Tarsia,Gio: Domenico;Giovanni Domenico;Giovan Domenico;Gian Domenico;Gio: Dom.o,,Dragoman,Male,Istriana,Latin;Greek,"Position317, Position318","Event0784, Event0785, Event0786",PersonPerson0217,
Person_336,"Tarsia, Giustiniana",Giustiniana,Tarsia,,,,,,Female,,,,"Event0784, Event0785, Event0786",PersonPerson0218,
Person_337,"Tarsia, Leonardo",Tarsia,Leonardo,,Tarsia,Leonardo;Leandro,,Dragoman,Male,Istriana,Turkish,Position319,"Event0787, Event0788","PersonPerson0219, PersonPerson0220, PersonPerson0221",
Person_338,"Tarsia, Marco",Tarsia,Marco,,Tarsia,Marco,,Dragoman,Male,Istriana,Turkish,"Position320, Position321","Event0789, Event0790, Event0791, Event0792, Event0793","PersonPerson0222, PersonPerson0223",
Person_339,"Tarsia, Ruggiero",Tarsia,Ruggiero,,Tarsia,Ruggiero;Ruggier,,Dragoman,Male,Istriana,Turkish,"Position322, Position323","Event0794, Event0795, Event0796, Event0797, Event0798, Event0799, Event0800, Event0801, Event0802, Event0803, Event0804",PersonPerson0224,
Person_340,"Tarsia, Rugier",Rugier,Tarsia,,,,,,Male,,,,"Event0794, Event0795, Event0796, Event0797, Event0798, Event0799, Event0800, Event0801, Event0802, Event0803, Event0804",,
Person_341,"Tarsia, Tomaso",Tarsia,Tomaso,,Tarsia,Tomaso;Tommaso;Tomasso;Tommasso,,Dragoman,Male,Istriana,Turkish,"Position324, Position325, Position326","Event0805, Event0806, Event0807, Event0808, Event0809, Event0810, Event0811, Event0812, Event0813, Event0814, Event0815, Event0816, Event0817, Event0818, Event0819, Event0820, Event0821","PersonPerson0225, PersonPerson0226, PersonPerson0227",Paladino 1917; Ivetic 2000; Gürçağlar 2013; Luca 2013 
Person_342,"Tarsia, Tommaso",Tommaso,Tarsia,,,,,,Male,,,,"Event0805, Event0806, Event0807, Event0808, Event0809, Event0810, Event0811, Event0812, Event0813, Event0814, Event0815, Event0816, Event0817, Event0818, Event0819, Event0820, Event0821",,
Person_343,"Tiepolo, Antonio",Antonio,Tiepolo,,,,,,Male,,,Position327,"Event0822, Event0823",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 6, nn. 11, 13-16, 18-33, 36-49, 51-59, 61 (5 agosto 1573-26 febbraio 1574); f. 7, nn. 1-73 (14 March 1574-23 febbraio 1575); f. 8, nn. 1-18, 20-21, 23-26, 28-36, 38, 40, 42-44, 46-47, 49-51, 53-92, 94-107, 116, 120 (8 March -12 dicembre 1575); SAPC, reg. 6, cc. 351-366v (copiario, 5 agosto 1573-14 dicembre 1575). * Relazione: Archivio di Stato di Venezia, CR, b. 5; Albéri, Le relazioni, III/2, pp. 129-191. Relazione del segretario Bonifacio Antelmi (1576): Archivio di Stato di Venezia, CR, b. 4; Pedani, Relazioni inedite, pp. 193-199."
Person_344,"Tiepolo, Stefano",Stefano,Tiepolo,,,,,,Male,,,Position328,"Event0824, Event0825",,"Dispacci: Archivio di Stato di Venezia, SAPC, f. 3, nn. 1-7 (13 March -7 settembre 1545); f. 4, nn. 10, 12-24, 27, 29-31 (28 novembre 1545-13 gennaio 1546)."
Person_345,"Torre, Antonio",Torre,Antonio,,Torre,Antonio;Ant.o,,Dragoman,Male,Veneziana,Turkish,Position329,"Event0826, Event0827, Event0828, Event0829",PersonPerson0228,Veinstein 2003: 29
Person_346,"Torre, Mattio",Mattio,Torre,,,,,,Male,,,,"Event0826, Event0827, Event0828, Event0829",,
Person_347,"Tosi, Faustino",Tosi,Faustino,,Tosi;Tossi,Faustino,,Dragoman,Male,Veneziana,Turkish,Position330,"Event0830, Event0831, Event0832",PersonPerson0229,"Dursteler 2000: 181, n29"
Person_348,"Trevisan, Benedetto",Benedetto,Trevisan,,,,,,Male,,,"Position331, Position332","Event0833, Event0834, Event0835",,
Person_349,"Trevisan, Domenico",Domenico,Trevisan,,,,,,Male,,,Position333,"Event0836, Event0837",,
Person_350,"Trevisan, Domenico",Domenico,Trevisan,,,,,,Male,,,Position334,"Event0836, Event0837",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 7-12, 14-18, 20-21 (6 ottobre 1552-9 agosto 1554). * Relazione: Archivio di Stato di Venezia, CR, b. 1, reg. 1, cc. 17-54; b. 4; b. 88 n. 9; Albéri, Le relazioni, III/1, pp. 111-192."
Person_351,"Trevisan, Giacomo",Giacomo,Trevisan,,,,,,Male,,,Position335,"Event0836, Event0837",,
Person_352,"Trevisan, Girolamo",Girolamo,Trevisan,,,,,,Male,,,Position336,"Event0838, Event0839",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 121, nn. 1-35; 203-204 (8 febbraio-10 novembre 1640); f. 122, nn. 1-18, 20-26, 28-38, 40-52, 54-79; 76a-b (8 dicembre 1640-12 aprile 1642). Dispacci del segretario Angelo Alessandri, Archivio di Stato di Venezia, SDC, f. 123, nn. 1-18, 20-33, 35-36 (29 aprile-30 dicembre 1642)."
Person_353,"Tron, Donato",Donato,Tron,,,,,,Male,,,Position337,"Event0838, Event0839",,
Person_354,"Valier, Cristoforo",Cristoforo,Valier,,,,,,Male,,,Position338,"Event0840, Event0841",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 72, nn. 6, 8-10, 13, 16, 18, 33-34 (26 settembre 1611-28 febbraio 1612); f. 73, nn. 2-20, 22-42 (10 March -25 agosto 1612); f. 74, nn. 1-30 (7 settembre 1612-26 febbraio 1613); f. 75, nn. 3-43 (10 March -31 July 1613); f. 76, nn. 1-43 (1 agosto 1613-21 febbraio 1614); f. 77, nn. 1-41 (6 March -20 agosto 1614); f. 78, nn. 1-13, 15, 17-18, 21-26, 28-29, 31-32, 34-35 (8 novembre 1614-19 febbraio 1615); f. 79, nn. 1-13, 19 (5 March -25 maggio 1615); f. 81, n. 15 (12 aprile 1614). Dispacci del segretario Gabriele Cavazza Archivio di Stato di Venezia, SDC, f. 75, nn. 1-2 (9 March 1613).* Relazione: Archivio di Stato di Venezia, CR, b. 5; Correr, PD 306c/I.3; Barozzi-Berchet, Le relazioni, I/1, pp. 255-320; Firpo, Relazioni, XIII, pp. 603-668."
Person_355,"Vecchia, Andrea",Andrea,Vecchia,,,,,,Male,,,,"Event0840, Event0841",,
Person_356,"Vecchia, Cassandra",Cassandra,Vecchia,,,,,,Female,,,,"Event0840, Event0841",,
Person_357,"Vecchia, fra Paulo",fra Paulo,Vecchia,,,,,,?,,,,"Event0840, Event0841",,
Person_358,"Vecchia, Paolo",Vecchia,Paolo,,Vecchia;Vechia;Vecchio;Vechio,Paolo;Paulo;Polo,,Dragoman,Male,Veneziana,Turkish,Position339,"Event0842, Event0843, Event0844, Event0845, Event0846, Event0847, Event0848, Event0849, Event0850, Event0851, Event0852, Event0853, Event0854","PersonPerson0230, PersonPerson0231, PersonPerson0232, PersonPerson0233, PersonPerson0234",yes
Person_359,"Vecchia, Paulo",Paulo,Vecchia,,,,,,Male,,,,"Event0842, Event0843, Event0844, Event0845, Event0846, Event0847, Event0848, Event0849, Event0850, Event0851, Event0852, Event0853, Event0854",,
Person_360,"Velutello, Alvise",Velutello,Alvise,,Velutello;Velutelli;Vellutelli;Vellutello,Alvise;Luigi,,Dragoman,Male,Veneziana,Turkish,"Position340, Position341, Position342","Event0855, Event0856, Event0857, Event0858, Event0859",,Dursteler 2000: 191
Person_361,"Velutello, Marco Antonio",Velutello,Marco Antonio,,Velutello;Velutelli;Vellutelli;Vellutello,Marco Antonio;Marcantonio;Marc Antonio;Marcant.o,,Dragoman,Male,,Turkish,Position343,"Event0860, Event0861, Event0862",PersonPerson0235,
Person_362,"Velutello, Piladi",Piladi,Velutello,,,,,,Male,,,,"Event0860, Event0861, Event0862",,
Person_363,"Vendramin, Francesco",Francesco,Vendramin,,,,,,Male,,,Position344,"Event0860, Event0861, Event0862",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 242, nn. 236; 25-27 (25 novembre 1796-10 giugno 1797); f. 243, nn. 1-15, 17-24 (22 aprile 1796-10 maggio 1797)."
Person_364,"Venier, Anzolo",Venier,Anzolo,,Venier;Veniero;Venieri,Anzolo;Angelo,,Dragoman,Male,gia Ebrea,Hebrew,Position345,"Event0863, Event0864",,
Person_365,"Venier, Dolfino",Dolfino,Venier,,,,,,Male,,,Position346,Event0865,,
Person_366,"Venier, Francesco",Francesco,Venier,,,,,,Male,,,Position347,Event0866,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 199, nn. 124-125 (28 settembre 1745); f. 200, nn. 1-68; 57bis (11 aprile 1745-29 March 1747); f. 201, nn. 69-127, 129-137; 68a (1 aprile 1747-11 settembre 1749); f. 202, nn. 11-12, 14-19, 21-22, 24 (27 novembre 1748-19 giugno 1749)."
Person_367,"Venier, Giacomo",Giacomo,Venier,,,,,Capitano del Golfo,Male,,,Position348,Event0866,,
Person_368,"Venier, Marco",Marco,Venier,,,,,,Male,,,Position349,"Event0867, Event0868, Event0869",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 38, nn. 24-25, 27-28, 39, 44, 48-58 (4 dicembre 1593-27 febbraio 1594); f. 39, nn. 1-63 (12 March -29 agosto 1594); f. 40, nn. 1-43 (2 settembre 1594-20 febbraio 1595); f. 41, nn. 1-48 (5 March -19 agosto 1595); f. 42, nn. 1-2, 5-11, 13-15, 17-42 (1 settembre 1595-24 febbraio 1596); f. 43, nn. 1-30 (8 March -22 agosto 1596); f. 44 (dispacci inconsultabili) (11 novembre 1596-14 gennaio 1597); SAPC, n. 8, cc. 41-475 (minutario 1593-1594); n. 9 (copiario 30 ottobre-14 dicembre 1595)."
Person_369,"Venier, Marino",Marino,Venier,,,,,,Male,,,Position350,"Event0867, Event0868, Event0869",,
Person_370,"Venier, Santo",Santo,Venier,,,,,,Male,,,Position351,Event0870,,
Person_371,"Venier, Sebastiano",Sebastiano,Venier,,,,,,Male,,,Position352,Event0871,,"Dispacci: Archivio di Stato di Venezia, SDC, f. 103, nn. 1-6 (11 novembre 1626-2 febbraio 1627); f. 104, nn. 698-701; 7-8, 11, 14-42; 8a-c, 11a-c, 20a (16 March -4 July 1627); f. 105, nn. 43-93 (22 agosto 1627-19 febbraio 1628); f. 106, nn. 94-134 (4 March -19 agosto 1628); f. 107, nn. 135-176; 159a, 170a (2 settembre 1628-17 febbraio 1629); f. 108, nn. 177-216 (3 March -18 agosto 1629); f. 109, nn. 217-248; 248a (1 settembre 1629-1 maggio 1630); f. 110, nn. 5-16, 13-21 (31 gennaio-2 aprile 1630)."
Person_372,"Ventura, Nicolo",Ventura,Nicolo,,Ventura;Venturi,Nicola;Nicolà;Nicolò;Nicolo;Nicollo,,Dragoman,Male,Dalmata?,Slavic?,Position353,"Event0872, Event0873",,
Person_373,"Verzi, Maria",Maria,Verzi,,,,,,Female,,,,"Event0872, Event0873",,
Person_374,"Vico, Zuanne",Vico,Zuanne,,Vico,Giovanni;Giovan;Zuan;Zuane;Zuanne;Gio:,,Dragoman,Male,Veneziana,Turkish,Position354,Event0874,,
Person_375,"Vitturi, Antonio",Antonio,Vitturi,,,,,,Male,,,Position355,Event0875,,
Person_376,"Vitturi, Lorenzo",Lorenzo,Vitturi,,,,,,Male,,,Position356,"Event0876, Event0877",,
Person_377,"Zancani, Andrea",Andrea,Zancani,,,,,,Male,,,Position357,"Event0878, Event0879, Event0880",,"Relazione: Sanudo, I diarii, II, coll. 695-696, 699-702 (sommario)."
Person_378,"Zane, Girolamo",Girolamo,Zane,,,,,,Male,,,"Position358, Position359","Event0881, Event0882, Event0883, Event0884, Event0885",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 2, nn. 62, 65-70, 73-74, 76 (14 ottobre-27 novembre 1567)."
Person_379,"Zane, Matteo",Matteo,Zane,,,,,,Male,,,Position360,"Event0886, Event0887",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 34, nn. 25, 28, 31, 36, 40, 44-59 (14 novembre 1591-29 febbraio 1592); f. 35, nn. 1-12, 14-73 (1 March -23 agosto 1592); f. 36, nn. 1-52 (1 settembre 1592-26 febbraio 1593); f. 37, nn. 1-57 (12 March -29 agosto 1593); f. 38, nn. 1-23, 26, 29-38, 40-43, 45-48, 50-53, 55-58 (6 settembre 1593-27 febbraio 1594).* Relazione: Albéri, Le relazioni, III/3, pp. 381-444; Firpo, Relazioni, XIII, pp. 243-308."
Person_380,"Zane, Paolo",Paolo,Zane,,,,,,Male,,,"Position361, Position362","Event0886, Event0887",,
Person_381,"Zantani, Vincenzo",Vincenzo,Zantani,,,,,,Male,,,Position363,"Event0888, Event0889",,
Person_382,"Zen, Caterino",Caterino,Zen,,,,,,Male,,,Position364,"Event0890, Event0891",,"Relazione: Relativamente al viaggio: Descrizione del viazo de Costantinopoli 1550 de ser Catharin Zen, ambassador straordinario a sultan Soliman, e suo ritorno, «Starine», Accademia di Zagabria, Knijga X (1878), pp. 203-247."
Person_383,"Zen, Marino",Marino,Zen,,,,,già bailo alla corte del basileus,Male,,,Position365,Event0892,,
Person_384,"Zen, Pietro",Pietro,Zen,,,,,,Male,,,"Position366, Position367, Position368, Position369, Position370, Position371, Position372","Event0893, Event0894, Event0895, Event0896, Event0897, Event0898, Event0899, Event0900, Event0901, Event0902, Event0903, Event0904, Event0905, Event0906",,"Dispacci: Archivio di Stato di Venezia, SDC, f. 1A, nn. 3-5 (7 maggio 1523-2 ottobre 1527). Dispacci: vedi al n. 90. Diapacci del segretario Massimo Leopardi, Archivio di Stato di Venezia, SAPC, n. 2bis (minutario 2 ottobre-11 novembre 1529); n. 2ter (copiario 9 agosto 1529-13 July 1530).* Relazione: Sanudo, I diarii, XXXVII, coll. 104-105 (sommario); Albéri, Le relazioni, III/3, pp. 93-97 (da Sanudo). Relazione: Sanudo, I diarii, LIV, coll. 116-117 (sommario); Albéri, Le relazioni, III/3, pp. 119-122 (da Sanudo).* Dispacci: vedi al n. 90. Diapacci del segretario Massimo Leopardi, Archivio di Stato di Venezia, SAPC, n. 2bis (minutario 2 ottobre-11 novembre 1529); n. 2ter (copiario 9 agosto 1529-13 July 1530).* Relazione: Sanudo, I diarii, LIV, coll. 116-117 (sommario); Albéri, Le relazioni, III/3, pp. 119-122 (da Sanudo)."
Person_385,"Zon, Bernardin",Zon,Bernardin,,Zon,Bernardin;Benardino;Bernardo,,Dragoman,Male,Veneziana,Turkish,Position373,Event0907,,
Person_386,"Zorzi , Girolamo",Girolamo,Zorzi ,,,,,,Male,,,Position374,Event0907,,
Person_387,"Zorzi, Fantino",Fantino,Zorzi,,,,,Capitano generale da terra in partibus Thenedi,Male,,,Position375,Event0907,,
Person_388,"Zorzi, Nicolò",Nicolò,Zorzi,,,,,,Male,,,Position376,Event0908,,
Person_389,"Zucco, Nicolò",Zucco,Nicolò,,Zucco,Nicola;Nicolà;Nicolò;Nicolo;Nicollo,,Dragoman,Male,Greca,Greek;Turkish,"Position377, Position378","Event0909, Event0910",,son was GDL
Person_390,"Zulian, Girolamo",Girolamo,Zulian,,,#REF!,,,Male,,,Position379,"Event0909, Event0910",,"Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 1041-1057. * Relazione: Archivio di Stato di Venezia, CR, b. 7; Pedani, Relazioni inedite, pp. 1041-1057."
Person_391,"Vecchia, Gabriel",,,,,,,,,,,,,,
Person_392,"Tosi, Simone",,,,,,,,,,,,,,secretary
Person_393,"Torre, Mattio ",,,,,,,,,,,,,,
Person_394,"Testa, Susanna",,,,,,,,,,,,,,
Person_395,"Spinelli, Gasparo",,,,,,,,,,,,,,
Person_396,"Skovgaard, Hans Andersen",,,,,,,,,,,,,,
Person_397,"Scassi, Bartolomeo di",,,,,,,,,,,,,,
Person_398,"Scaramelli, Giovanni Carlo",,,,,,,,,,,,,,
Person_399,"Salvego, Gianesin",,,,,,,,,,,,,,
Person_400,"Carli, Girolamo",,,,,,,,,,,,,,
Person_ASANINA,Asanina,,,,,,,,,,,,,,
Person_CHRISTOFORO,Christoforo,,,,,,,,,,,,,,
Person_CORTIVODOM,"Cortivo, Domenico del",Domenico del,Cortivo,,,,,,,,,,,,
Person_COUNTGRAVISI,Count Gravisi,,,,,,,,,,,,,,
Person_GIOIA,Gioia,,,,,,,,,,,,,,
Person_GIOVANNI,Giovanni,,,,,,,,,,,,,,
Person_GIOVENIGIACOMO,"Gioveni, Giacomo di",,,,,,,,,,,,,,
Person_GRILLOGIACOMO,"Grillo, Giacomo",,,,,,,,,,,,,,
Person_JONA,"Jona, Calirvan",,,,,,,,,,,,,,
Person_NAVON,Navon,,,,,,,,,,,,,,
Person_NAVONE,"Navone, Negron",,,,,,,,,,,,,,
Person_NICOLICH,"Nicolich, Pietro",,,,,,,,,,,,,,
Person_PANTELEONE,Panteleone Mamuca delle Torre,,,,,,,,,,,,,,
Person_PELLEGRINO,Pellegrino (Fortuna) Testa,,,,,,,,,,,,,,
Person_STEFANOPIRON,"Piron, Stefano",Stefano,Piron,,,,,merchant,,,,,,,
Person_KADISI,Kadısı,,,,,,,,,,,,,,
Person_401,Kadısına,,,,,,,,,,,,,,
Person_402,(Huca) Rigilo (Venetian merchant),,,,,,,,,,,,,,
Person_403,Janissaries,,,,,,,,,,,,,,
Person_404,Sancakbeyi,,,,,,,,,,,,,,
Person_405,"Armeno, Giovani Molino",,,,,,,,,,,,,,
Person_406,Cristoforo di Bonà,,,,,,,,,,,,,,
Person_407,[Draç kalesi neferat] Ağaları,,,,,,,,,,,,,,
Person_408,"Salvago, Gianesin ",,,,,,,,,,,,,,
Person_409,"Salvago, Steffano ",,,,,,,,,,,,,,
Person_410,"Grillo, Gianesino ",,,,,,,,,,,,,,
Person_411,"Borisi, Ambroso",,,,,,,,,,,,,,
Person_412,"Salvago, Marc’Antonio",,,,,,,,,,,,,,
Person_413,"Navon, Giuliano ",,,,,,,,,,,,,,
Person_414,Tommso q. Pasqua Alberti,,,,,,,,,,,,,,
Person_415,Girolamo [Nicolihi] “Raguseo”,,,,,,,,,,,,,,
Person_416,Simon de Pietro,,,,,,,,,,,,,,
Person_417,"Giuliano, Antonio ",,,,,,,,,,,,,,
Person_418,"Salvago, Zenesino",,,,,,,,,,,,,,
Person_419,Ibrahim Bei,,,,,,,,,,,,,,
Person_420,Mehmet Bei,,,,,,,,,,,,,,
Person_421,Bostangi Bassi,,,,,,,,,,,,,,
Person_422,"Abasdan, Mustafa",,,,,,,,,,,,,,
Person_423,Abdülati,,,,,,,,,,,,,,
Person_424,Abdülaziz Çelebi,,,,,,,,,,,,,,
Person_425,Abdulkadir,,,,,,,,,,,,,,
Person_426,Abdülkadir Ağa,,,,,,,,,,,,,,
Person_427,Abdülkadir Paşa,,,,,,,,,,,,,,
Person_428,"Abdulkadir, Emir Ahmed",,,,,,,,,,,,,,
Person_429,Abdülkerim Efendi,,,,,,,,,,,,,,
Person_430,Abdulla Cadi della Città di Famagosta,,,,,,,,,,,,,,
Person_431,Abdullah,,,,,,,,,,,,,,
Person_432,Abdullah Efendi,,,,,,,,,,,,,,
Person_433,Abdullah Halife,,,,,,,,,,,,,,
Person_434,"Abdullah, Gabela kadısı",,,,,,,,,,,,,,
Person_435,Abdulrachman Effendi,,,,,,,,,,,,,,
Person_436,"Abdürrahim, kadı of Selanik",,,,,,,,,,,,,,
Person_437,Abdurrahman Çavuş,,,,,,,,,,,,,,
Person_438,Abdurrahman Efendi,,,,,,,,,,,,,,
Person_439,Abdurrahman Halil,,,,,,,,,,,,,,
Person_440,Abdurrahman Mustafa,,,,,,,,,,,,,,
Person_441,"Abendana, Beniamin",,,,,,,,,,,,,,
Person_442,Abidin Hasan,,,,,,,,,,,,,,
Person_443,Abraham,,,,,,,,,,,,,,
Person_444,Abu al-Nasr (Abünnasır),,,,,,,,,,,,,,
Person_445,Achmat Bassà di Abdulla,,,,,,,,,,,,,,
Person_446,"Acmat, Seid",,,,,,,,,,,,,,
Person_447,Adalar ağası,,,,,,,,,,,,,,
Person_448,Adalar Voyvoda,,,,,,,,,,,,,,
Person_449,Adamo da Corfù Vassilli dalla Parga,,,,,,,,,,,,,,
Person_450,Adreya Alessi,,,,,,,,,,,,,,
Person_451,Adrian veled-i Luka,,,,,,,,,,,,,,
Person_452,"Aga, Mahmud Aga",,,,,,,,,,,,,,
Person_453,Agostini,,,,,,,,,,,,,,
Person_454,"Agudi, Hieronimo",,,,,,,,,,,,,,
Person_455,Ağyazar,,,,,,,,,,,,,,
Person_456,Ahmed,,,,,,,,,,,,,,
Person_457,Ahmed Ağa,,,,,,,,,,,,,,
Person_458,Ahmed Beşe,,,,,,,,,,,,,,
Person_459,Ahmed Bey,,,,,,,,,,,,,,
Person_460,Ahmed Efendi ibn Muharrem,,,,,,,,,,,,,,
Person_461,Ahmed ibn Hamid,,,,,,,,,,,,,,
Person_462,Ahmed ibn Mahmud,,,,,,,,,,,,,,
Person_463,Ahmed Kaymakam,,,,,,,,,,,,,,
Person_464,Ahmed kethüda,,,,,,,,,,,,,,
Person_465,Ahmed Mustafa,,,,,,,,,,,,,,
Person_466,Ahmed Paşa,,,,,,,,,,,,,,
Person_467,Ahmed-beg,,,,,,,,,,,,,,
Person_468,Ahmet Passà,,,,,,,,,,,,,,
Person_469,Ahmetovic,,,,,,,,,,,,,,
Person_470,Aidin Aga Mubassir,,,,,,,,,,,,,,
Person_471,Alaca İsnoyafi,,,,,,,,,,,,,,
Person_472,Alavize Korni,,,,,,,,,,,,,,
Person_473,Alay Beyi,,,,,,,,,,,,,,
Person_474,Aleksander Linkermeko,,,,,,,,,,,,,,
Person_475,Aleksander veled-i,,,,,,,,,,,,,,
Person_476,Aleksanderi Vunhonmi,,,,,,,,,,,,,,
Person_477,Aleksandır Rugunmi,,,,,,,,,,,,,,
Person_478,Aleksandro Molin,,,,,,,,,,,,,,
Person_479,Alena,,,,,,,,,,,,,,
Person_480,"Alessandri, Vicenzo",,,,,,,,,,,,,,
Person_481,"Marucini, Mattio",,,,,,,,,,,,,,
Person_482,"Alexandr, Darna",,,,,,,,,,,,,,
Person_483,"Armeno, Antonio Bagos",,,,,,,,,,,,,,
Person_484,Yusuf Dayı,,,,,,,,,,,,,,
Person_485,Yusuf Ağa,,,,,,,,,,,,,,
Person_486,"Salvago, Zanesin",,,,,,,,,,,,,,
Person_487,"Salvago, Giovan",,,,,,,,,,,,,,
Person_488,Receb Paşa,,,,,,,,,,,,,,
Person_489,Simon Konsarin,,,,,,,,,,,,,,
Person_490,Sakız Kadısı,,,,,,,,,,,,,,
Person_491,Sakız Sancakbeyi,,,,,,,,,,,,,,
Person_492,Saray Kadısı,,,,,,,,,,,,,,
Person_493,Ali bin Mehmed,,,,,,,,,,,,,,
Person_494,Ali bölükbaşı,,,,,,,,,,,,,,
Person_495,Ali Califè,,,,,,,,,,,,,,
Person_496,Ali Çavuş,,,,,,,,,,,,,,
Person_497,Ali Çelebi,,,,,,,,,,,,,,
Person_498,Ali Halife,,,,,,,,,,,,,,
Person_499,Ali ibn Hamid,,,,,,,,,,,,,,
Person_500,Ali Paşa,,,,,,,,,,,,,,
Person_501,"Allesandri, Angelo",,,,,,,,,,,,,,
Person_502,Almoro,,,,,,,,,,,,,,
Person_503,Anavarin Kadısı,,,,,,,,,,,,,,
Person_504,Anderya Gadanni,,,,,,,,,,,,,,
Person_505,Anderya Petrovik,,,,,,,,,,,,,,
Person_506,Anderya Rola,,,,,,,,,,,,,,
Person_507,Anderya veled-i Batista,,,,,,,,,,,,,,
Person_508,Andıra Kadısı,,,,,,,,,,,,,,
Person_509,Anton Donado,,,,,,,,,,,,,,
Person_510,Anton Filipo,,,,,,,,,,,,,,
Person_511,"Anton, Marko",,,,,,,,,,,,,,
Person_512,Antoni Kastanbre,,,,,,,,,,,,,,
Person_513,Antonio Santonini,,,,,,,,,,,,,,
Person_514,Arabacı Mustafa,,,,,,,,,,,,,,
Person_515,"Armeno, Zorzi",,,,,,,,,,,,,,
Person_516,Atlagic,,,,,,,,,,,,,,
Person_517,Avlonya Sancakbeyi,,,,,,,,,,,,,,
Person_518,Ayamavralu Murad,,,,,,,,,,,,,,
Person_519,Bali bin Ali,,,,,,,,,,,,,,
Person_520,"Ballarino, Giovanni Battista",,,,,,,,,,,,,,
Person_521,Baltasar Sovan,,,,,,,,,,,,,,
Person_522,Bar Kadısı,,,,,,,,,,,,,,
Person_523,Bartolo Baruti,,,,,,,,,,,,,,
Person_524,Bartolo Canki,,,,,,,,,,,,,,
Person_525,Bassà della Bossina,,,,,,,,,,,,,,
Person_526,"Bassa, Suliman",,,,,,,,,,,,,,
Person_527,Bassa' Caimecam,,,,,,,,,,,,,,
Person_528,Bassa’ di Bossina,,,,,,,,,,,,,,
Person_529,Bayram Paşa,,,,,,,,,,,,,,
Person_530,Beglierbei di Aleppo,,,,,,,,,,,,,,
Person_531,Berk oğlu Mustafa,,,,,,,,,,,,,,
Person_532,Bihaç Beyi,,,,,,,,,,,,,,
Person_533,Bihaç Kadısı,,,,,,,,,,,,,,
Person_534,Bıçakçı oğlu Mehmed,,,,,,,,,,,,,,
Person_535,Bıçakçızade Mehmed Ağa,,,,,,,,,,,,,,
Person_536,"Bonaventura, Giovanni",,,,,,,,,,,,,,
Person_537,"Pietro Alberti, Girolamo",,,,,,,,,,,,,,
Person_538,Bosna Defterdarı,,,,,,,,,,,,,,
Person_539,Cadi di Aleppo,,,,,,,,,,,,,,
Person_540,Cadi di Tripoli,,,,,,,,,,,,,,
Person_541,Cafer Ağa,,,,,,,,,,,,,,
Person_542,Can Batista Donado,,,,,,,,,,,,,,
Person_543,"Cavaliere, Simone Contarini",,,,,,,,,,,,,,
Person_544,"Cavazza, Gabriel",,,,,,,,,,,,,,
Person_545,Ceralimo Kostomarin,,,,,,,,,,,,,,
Person_546,Cerolimo Lipovani Kavalir,,,,,,,,,,,,,,
Person_547,Cevan Anton,,,,,,,,,,,,,,
Person_548,Corcu Custinyan Kavalir,,,,,,,,,,,,,,
Person_549,"Corel, Giovanni Battista",,,,,,,,,,,,,,
Person_550,Delvine Kadısı,,,,,,,,,,,,,,
Person_551,"Domenico, Giovanni",,,,,,,,,,,,,,
Person_552,Draç Kadısı,,,,,,,,,,,,,,
Person_553,Haleb Defterdarı,,,,,,,,,,,,,,
Person_554,Haleb Kadısı,,,,,,,,,,,,,,
