document_id,title,page,languages,english_summary,transcription,transliteration,date,date_text,date_type,places,topics,agencies,related_objects,notes,related_people,related_document,genre
Carte_Turche_119,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  58",58,Ottoman,"Order sent to sancakbey of Avlonya upon the bailo's request regarding illegal corsair activities of the Ottoman levends and local Ottoman officials who help and protect them. Levends captured Venetian ships with goods including cotton valued 200 thousand gold and killed or enslaved Venetian subjects. Since above mentioned local Ottoman officials helped them they were able to sell these captured goods. When kaim-i makam of €¡lbasan, Ali kethÌ_da, arrived in DiraÌ¤ to arrest those local officials and leveds, he was killed by them. The Ottoman magistracies addressed in this ferman are ordered to find those local officials and levends and punish them. They are also to find enslaved Venetians, Venetian goods and ships and then to return them. Moreover, they are ordered to compansate the loss of Venetians from the belongings of the culprits.",,,1605-09-28,Evas€±t-€± CemaziÌ_levvel 1014:Evasit,Hijri,Avlonya;DiraÌ¤;€¡Ùpat;€¡Ùem,corsairs,DraÌ¤ Kad€±s€±;€¡lbasan kad€±s€±;€¡Ùpat Kad€±s€±;€¡Ùim Kad€±s€±;Venedik balyosu,ArchivalObject010,"This order is addressed to the sancakbey of Avlonya but the text mentions kad€±s of DiraÌ¤, €¡lbasab, €¡Ùpat and €¡Ùem. They are not addressed in the beginning. The original Related Person Notes read:(Sender)Porte -",,,genredoc0031
Carte_Turche_12,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  2",2,Ottoman,"Order sent to the kad€±s located between €¡stanbul and Ragusa, Kotor regarding the departure of new bailo who will replace the current one in €¡stanbul. Three janissaries and one dragoman are dispatched to accompany the new bailo to €¡stanbul. Ottoman officials are ordered to provide them with safe passage and with necessary food etc.",,,1590-01-22,No date,Gregorian,€¡stanbul;DubrovnikKotor;,safe conduct,€¡stanbul'dan Dubrovnik ve Kotor'a yol Ì_zerinde olan Kad€±lar;Venedik Balyosu,ArchivalObject009, The original Related Person Notes read:(Sender)Porte -,,,genredoc0032
Carte_Turche_120,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  59",59,Ottoman,"Order sent to the sancakbey and kad€± of Mezistre upon the bailo's request regarding corsair activities of some Ottoman subjecs in the Venetian bay. Although imperial orders were sent previously to prevent corsair activities with f€±rkata and kay€±ks, some evil doers continued to carry out such activities around Kotor in the Venetian bay. The sancakbey and kad€± are ordered to stop such people, never allow building of f€±rkatas and kay€±ks and destroy the already builded ones.",,,1605-10-06,Evahir-i CemaziÌ_levvel 1014:Evahir,Hijri,Mezistre;Nova,corsairs,Mezistre Beyi;Mezistre Kad€±s€±;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Mentioned)Bali Mustafa Pervane -(Mentioned)Cezairli Cafer Reis -(Mentioned)Hasan -Hasan -(Mentioned)Hasan kethÌ_da -(Mentioned)€¡brahim a€Ùa -Mehmed Reis Noval€± Umur -(Addressee)Mezistre Kad€±s€± -(Mentioned)Mustafa -Mustafa kethÌ_da -(Sender)Porte -(Mentioned)Tunuslu Hasan -,PersonDocumentRelation0011,,genredoc0033
Carte_Turche_121,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  60",60,Ottoman,"Order sent to the kad€± of DiraÌ¤ and sancakbey of €¡lbasan upon the bailo's request regarding the corsair activities of the Ottoman subjects (levends) from Cezair (islands), Avlonya, DiraÌ¤ and Nova in the Venetian bay. They caused so much losses for the Venetian subjects. The captured several Venetian ships (barÌ¤a) with men and goods, enslaved and killed Venetian subjects. They also collaborate with local authorities who help them sell those goods and men. The Ottoman authoriries addressed in this document are ordered to stop such evil doers, destroy their ships, and punish them and their collaborators. They are also ordered to find enslaved Venetians and return them and their stolen goods.",,,1605-10-15,Evail-i CemaziÌ_lahir 1014:Eva'il,Hijri,Avlonya;€¡lbasan;Nova;Cezair,corsairs,DraÌ¤ Kad€±s€±;€¡lbasan Sancakbeyi;€¡lbasan kaim-i makam€±(??);Venedik beyleri;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Sender)Porte -,,,genredoc0034
Carte_Turche_122,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  61",61,Ottoman,Order sent to the kad€±s from €¡stanbul to DiraÌ¤ regarding arrival of Mehmed and €¡sa from the Porte for an important business. They are ordered to ensure their safety and needs.,,,1605-10-15,Evail-i CemaziÌ_lahir 1014:Eva'il,Hijri,€¡stanbul;DiraÌ¤,Porte affairs;safe conduct,€¡stanbul'dan DraÌ¤'a [yol Ì_stÌ_nde] olan kad€±lar;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Mentioned)KapucubaÙ€± Mustafa -(Sender)Porte -,,,genredoc0035
Carte_Turche_123,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  62",62,Ottoman,"Order sent to the kapucubaÙ€± upon the bailo's request regarding the corsair activities of the Ottoman subjects (levends) from Cezair (islands), Avlonya, DiraÌ¤ and Nova in the Venetian bay. They caused so much losses for the Venetian subjects. The captured several Venetian ships (barÌ¤a) with men and goods, enslaved and killed Venetian subjects. They also collaborate with local authorities who help them sell those goods and men. The kapucubaÙ€± is ordered to immediately set out to DiraÌ¤ and €¡lbasan and to collaborate with these officials to stop such evil doers, destroy their ships, and punish them and their collaborators.",,,1605-10-15,Evail-i CemaziÌ_lahir 1014:Eva'il,Hijri,Cezair;Avlonya;Nova,corsairs,DraÌ¤ Kad€±s€±;€¡lbasan Beyi kaim-i makam€±;Venedik beyleri;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:€¡sa -(Mentioned)Mehmed -(Sender)Porte -,,,genredoc0036
Carte_Turche_124,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  63",63,Ottoman,"Order sent to the beys and kad€±s of €¡nebaht€± upon the bailo's request regarding the appointment of a consul to Mora. Accordingly, the consul may choose to live in Mora or Balyabadra or any other place that he prefers. He is not to be oppressed or interfered. If there are any Venetian subjects that are enslaved they are to be returned to the consul unless they convert toIslam. If there are any Venetian ships, goods, and subjects captured by corsairs, the local authorities and people are expected to save them and return them to the consul. Nobody should demand tribute or gifts from Venetian merchants. If a merchant dies, his belongings are to be given to the consul. The consul is responsible for the disputes between Venetian subjects. If someone somehow obtains an order from the Porte in contrast to what is explained above, send those orders to the Porte before taking any action.",,,1606-03-13,Evail-i ZÌ_lkadre 1014:Eva'il,Hijri,€¡nebaht€±;Mora;M€±s€±r;Haleb;K€±br€±s;€¡zmir,ahdname,€¡nebaht€± sancakbeyleri;€¡nebaht€± kad€±lar€±;Venedik balyosu;Venedik konsolosu,ArchivalObject010,Last sentence is interesting. The original Related Person Notes read:(Addressee)€¡nebaht€± kad€±lar€± -(Sender)Porte -,,,genredoc0037
Carte_Turche_125,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  65",65,Ottoman,"Order sent to the beyberbeyi of M€±s€±r, Hasan PaÙa, upon the request of the bailo regarding killing of two Venetian merchants, Cevan Anton and Anton Filipo. They had a dispute with the beylerbeyi of HabeÙ and then possibly killed by his man when they were at the port of Suvakin. Their belongings were confiscated. The beylerbeyi of M€±s€±r is ordered to return belongings of these merchants to the Venetians and find and punish those who killed them. Also, he is to investigate if the beylerbeyi of HabeÙ had anything to do with this issue. If he does, he is to report it to the Porte.",,,1606-04-05,Evahir-i ZÌ_lkadre 1014:Evahir,Hijri,M€±s€±rHabeÙistan;Suvakin,ahdname,M€±s€±r Beylerbeyi;HabeÙ Beylerbeyi;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Mentioned)Cevan Velo -Dominko Biffi -(Sender)Porte -,,,genredoc0038
Carte_Turche_126,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  66",66,Ottoman,"Order sent to the sancakbeyi of Hersek,kad€±s of Gabela v e Makarska upon the bailo's request regarding commercial disputes between merchants of Venice and of Dubrovnik (Ragusa). In line with ahdname, Venetians are allowed to bring goods to sell or buy at the ports of Gabela and Makarska . However, at one point Dubrovnik merchants somehow obtained an imperial order restricting that some items could only be purchased from Dobrovnik merchants. As this is against the ahdname, the Ottoman authorities are ordered to allow Venetian merchants to do business at these ports. If Dobrovnik merchants insist, the Ottoman authorities are to send their order to the Porte .",,,1606-09-06,3 CemaziÌ_levvel 1015,Hijri,GalilaDubrovnik,commercial disputes,Hersek sancakbeyi;Gabela Kad€±s€±;Makarska Kad€±s€±;Venedik balyosu,ArchivalObject010,Similar to previous order. Some other party was able to obtain an order that was in contrast with the previously given ones or the ahdname. The original Related Person Notes read:(Addressee)Anton Filipo -(Mentioned)(Addressee)Makarska Kad€±s€± -(Sender)Porte -,"PersonDocumentRelation0012, PersonDocumentRelation0013",,genredoc0039
Carte_Turche_127,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  68",68,Ottoman,"Order sent to the kad€± of €¡zmir upon the bailo's request regarding extra taxes, fees demanded from Venetian merchants at the port of €¡zmir. Emins of €¡zmir port demanded taxes, fees apart from the customs fee and gave the merchants stamped temessÌ_ks. However, as such demands are against the ahdname, the kad€± is ordered to put an end to this and calculate and give back to the merchants what was collected extra from them. If emins object this, thre kad€± is ordered to report them to the Porte.",,,1606-10-13,10 CemaziÌ_levvel 1015,Hijri,€¡zmir,taxes;ahdname,€¡zmir Kad€±s€±;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Sender)Porte -,,,genredoc0040
Carte_Turche_128,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  70",70,Ottoman,Order (temessÌ_k) sent with regard to the payment of the tribute to the imperial treasury by the Venetians for the island of Zanise.,,,1606-02-15,7 _evval 1014,Hijri,Zanise;(Zakise),ahdname,Venedik balyosu;Venedik beyleri,ArchivalObject010,verify signature at bottom The original Related Person Notes read:(Sender)Porte -,,,genredoc0041
Carte_Turche_129,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  71",71,Ottoman,"Order sent to the beylerbeyi and kad€± of M€±s€±r (Egypt) upon the request of the bailo regarding commercial disputes between Venetians that also involve some Ottoman subjects. Merchants from Venice sent goods (listed in the doc. ) to two Venetian merchants, Nikola Alfarati and Anderya Gadanni who are doing business in Egypt. Upon hearing their bad reputations, merchants who sent the goods changed their mind and wrote letters to the Venetian bailo in Egypt to take care of their goods and not to give them to Nikola Alfarati and Anderya Gadanni. However, Nikola Alfarati who was in debt to some Muslim, Christian and Jewish dealers, wanted to use these goods to cover his debt. Thus he claimed to be the legitimate receiver of the goods.The beylerbeyiand kad€± is ordered not to allow him or other to oppress the bailo. In accordance with ahdname, a Venetian merchant is responsible for his own debts and bailos cannot be oppressed for such issues. The bailo in Egypt should take care of the goods sent from Venice.",,,1606-11-06,Evail-i Receb 1015:Eva'il,Hijri,M€±s€±r,commercial disputes,M€±s€±r Beylerbeyi Hasan PaÙa;M€±s€±r Kad€±s€±;Venedik beyleri;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Addressee)M€±s€±r Kad€±s€± -(Mentioned)Otaviyan Bon -(Sender)Porte -,,,genredoc0042
Carte_Turche_13,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 330 Page  3 [verify]",3 [verify],Ottoman,"Order sent to the beylerbeyi of Bosna, and kad€±s and sanjaq beys located between €¡stanbul and Kotor regarding the departure of new bailo who will replace the current one in €¡stanbul. Three janissaries and one dragoman are dispatched to accompany the new bailo to €¡ stanbul. Ottoman officials are ordered to provide them with safe passage and with necessary food etc.",,,1590-01-22,Evas€±t-€± Rabi‰ÛªÌ_l-evvel 998:Evasit,Hijri,Bosna;Dubrovnik;€¡stanbul,safe conduct,Bosna beylerbeyi;€¡stanbul‰Ûªdan Kotor‰Ûªa yol Ì_zerinde olan Kad€±lar;Sancakbeyleri;Venedik balyosu;Venedik beylerinden Yeranmiyo Lippamano Kavalir (new bailo to be sent to€¡stanbul from Venice) [Girolamo Lippomano],ArchivalObject009,"Related person data specifies a ""Yusuf"" - unclear who this is and needs review.  The original Related Person Notes read:(Mentioned)(Mentioned)Hasan -(Addressee)€¡stanbul‰Ûªdan Kotor‰Ûªa yol Ì_zerinde olan Kad€±lar -(Addressee)€¡stanbul‰Ûªdan Kotor‰Ûªa yol Ì_zerinde olan Sancakbeyleri -Mustafa -(Sender)Porte -",PersonDocumentRelation0014,,genredoc0043
Carte_Turche_130,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  73",73,Ottoman,"Order sent to the sancakbeyi of €¡skenderiye, kad€±s of Karada€Ù and PodgoriÌ¤e regarding border disputes between Venetian village of €¡spelyar and Ottoman village of NifuÙ. People of NifuÙ claimed that PrakiÙta and Silista in the village of €¡spelyal belonged to them. However, based on witnesses those areas belonged to the Venetian village of €¡spelyal. So, the Ottoman authorities are ordered to return these areas to the Venetians and never let any Ottoman subjects interfere or claim those areas again.",,,1606-10-08,Evail-i CemaziÌ_levvel 1015:Eva'il,Hijri,€¡skenderiye;Karada€Ù;Kotor;€¡spelyar;PrakiÙta;SiliÙta;NuguÙ;Lute;€¡sput;Vinograd;BudiÙte;sagal;Dumnu;KokeÙte;MokripoÌ¤;Podogi;yurdu;Momizice;_epÌ¤e;Galunbak;,border disputes,€¡skenderiye Sancakbeyi;Karada€Ù Kad€±s€±;PodgoriÌ¤e [Podgoriye or PogradeÌ¤??] Kad€±s€±na,ArchivalObject010,"Related person data specifies a ""Yusuf"" - unclear who this is and needs review.  The original Related Person Notes read:(Mentioned)Francezko Vepagari -(Mentioned)Gutardo Loncelo -(Mentioned)Karada€Ù Kad€±s€± -(Mentioned)€¡zeppo Volta -(Addressee)Karada€Ù Kad€±s€± -(Mentioned)Nikola Alfarati -Nikola Polverin -(Addressee)PodgoriÌ¤e Kad€±s€±na -(Sender)Porte -(Mentioned)Simon Kirzazelmo -(Mentioned)Valentin Cezmari -Yakumo NarÌ¤is -","PersonDocumentRelation0015, PersonDocumentRelation0016, PersonDocumentRelation0017",,genredoc0044
Carte_Turche_131,"ASVe, Bailo a Costantinopoli, Carte turche, reg. 250, fasc. 331 Page  74",74,Ottoman,"Order sent to the sancakbey and kad€± of Yanya upon the request of the bailo in Istanbul regarding an Ottoman subject , Yano Marko of Yanya , who went to Venice as a merchant. When he was in Venice he bought from Venetian merchant Cevan Pavarello but escaped back to Yanya without paying. The merchant sent his represantative to the Porte for collection. He is then sent to Yanya with this order. Sancakbey and kad€± is ordered to find Yano Marko and investigate the issue. If what is reported is true, they are to collect the money of the Venetian merchant.",,,1606-10-18,Evas€±t-€± CemaziÌ_lahir 1015:Evasit,Hijri,Yanya,commercial disputes,Yanya Sancakbeyi;Yanya Kad€±s€±;Venedik balyosu,ArchivalObject010, The original Related Person Notes read:(Sender)Porte -(Addressee)Yanya Kad€±s€± -,,,genredoc0045
